tier,namespace,type,api,kind,jalium_sig,wpf_sig,suggestion
2,System.Windows.Data,DataSourceProvider,PropertyChanged,accessibility,public event PropertyChangedEventHandler? PropertyChanged,protected virtual event System.ComponentModel.PropertyChangedEventHandler PropertyChanged (plus explicit event ... INotifyPropertyChanged.PropertyChanged),"In WPF the named PropertyChanged event is protected virtual; the public surface is only the explicit INotifyPropertyChanged.PropertyChanged implementation. Make Jalium's event protected virtual and add an explicit interface implementation that forwards to it, so derived types can override the raise-point and the public API matches WPF."
2,System.Windows.Data,DataSourceProvider,BeginQuery,kind-mismatch,protected abstract void BeginQuery(),protected virtual void BeginQuery(),"WPF declares BeginQuery as a virtual method with an empty default body, so a direct subclass need not override it. Jalium declares it abstract, forcing every subclass to implement it. Give it a virtual (non-abstract) empty default body to match WPF's contract."
2,System.Windows.Data,DataSourceProvider,OnPropertyChanged,param-type,protected void OnPropertyChanged(string propertyName),protected virtual void OnPropertyChanged(System.ComponentModel.PropertyChangedEventArgs e),WPF's overridable hook is virtual and takes a PropertyChangedEventArgs; Jalium's is non-virtual and takes a string. Add protected virtual void OnPropertyChanged(PropertyChangedEventArgs e) matching WPF (the internal string-based helper can construct the args and call it).
2,System.Windows.Data,MultiBinding,MultiBinding,kind-mismatch,public class MultiBinding : BindingBase,"public partial class MultiBinding : System.Windows.Data.BindingBase, System.Windows.Markup.IAddChild",Implement IAddChild so XAML child elements populate Bindings: explicit AddChild(object) should add BindingBase items to Bindings; AddText(string) should throw/ignore. Missing the interface also drops the explicit IAddChild.AddChild/AddText members.
2,System.Windows.Data,ObjectDataProvider,ConstructorParameters,return-type,public ParameterCollection ConstructorParameters { get; },public System.Collections.IList ConstructorParameters { get; },"Low impact (ParameterCollection : Collection<object?> implements IList, so reads are source-compatible). For strict parity expose the property typed as System.Collections.IList."
2,System.Windows.Data,ObjectDataProvider,MethodParameters,return-type,public ParameterCollection MethodParameters { get; },public System.Collections.IList MethodParameters { get; },Same as ConstructorParameters: expose as System.Collections.IList for exact parity.
2,System.Windows.Data,PriorityBinding,PriorityBinding,kind-mismatch,public sealed class PriorityBinding : BindingBase,"public partial class PriorityBinding : System.Windows.Data.BindingBase, System.Windows.Markup.IAddChild","Implement IAddChild (explicit AddChild adds BindingBase to Bindings, AddText throws/ignores). Also WPF's PriorityBinding is not sealed; Jalium seals it."
2,System.Windows.Data,RelativeSource,RelativeSource,kind-mismatch,public sealed class RelativeSource,"public partial class RelativeSource : System.Windows.Markup.MarkupExtension, System.ComponentModel.ISupportInitialize","Derive from MarkupExtension (add ProvideValue override) and implement ISupportInitialize (BeginInit/EndInit). Without MarkupExtension, {RelativeSource ...} markup usage and ProvideValue are unavailable."
2,System.Windows.Data,RelativeSource,Mode,accessibility,public RelativeSourceMode Mode { get; },"[ConstructorArgument(""mode"")] public System.Windows.Data.RelativeSourceMode Mode { get; set; }","Add a public setter and [ConstructorArgument(""mode"")] so Mode can be set from a parameterless-constructed instance / XAML, matching WPF."
2,System.Windows.Data,ValueUnavailableException,ValueUnavailableException,kind-mismatch,public sealed class ValueUnavailableException : System.InvalidOperationException,public partial class ValueUnavailableException : System.SystemException,Derive directly from System.SystemException and remove 'sealed'. Deriving from InvalidOperationException changes catch semantics (catch(InvalidOperationException) would wrongly intercept it) and the sealing blocks subclassing that WPF allows.
2,System.Windows.Data,XmlDataProvider,Document,return-type,public System.Xml.Linq.XDocument? Document { get; set; },public System.Xml.XmlDocument Document { get; set; },WPF exposes System.Xml.XmlDocument; Jalium uses LINQ-to-XML XDocument. Source-incompatible for consumers that assign/read an XmlDocument. Consider XmlDocument for parity or provide an XmlDocument-typed member alongside.
2,System.Windows.Data,XmlDataProvider,XmlDataProvider,kind-mismatch,public sealed class XmlDataProvider : DataSourceProvider,"public partial class XmlDataProvider : System.Windows.Data.DataSourceProvider, System.Windows.Markup.IUriContext","Implement IUriContext (explicit IUriContext.BaseUri) for base-relative Source resolution; also unseal to match WPF. The protected override void EndInit() additionally requires DataSourceProvider to implement ISupportInitialize (WPF's does; Jalium's DataSourceProvider does not), so there is currently no base EndInit to override."
2,System.Windows.Data,XmlNamespaceMapping,XmlNamespaceMapping,kind-mismatch,public sealed class XmlNamespaceMapping,public partial class XmlNamespaceMapping : System.ComponentModel.ISupportInitialize,Implement ISupportInitialize (BeginInit/EndInit) which the XAML parser calls when constructing the mapping element.
2,System.Windows.Data,XmlNamespaceMappingCollection,XmlNamespaceMappingCollection,kind-mismatch,"public sealed class XmlNamespaceMappingCollection : System.Collections.ObjectModel.Collection<XmlNamespaceMapping>, IAddChild","public partial class XmlNamespaceMappingCollection : System.Xml.XmlNamespaceManager, ICollection<XmlNamespaceMapping>, IEnumerable<XmlNamespaceMapping>, IEnumerable, IAddChild, IAddChildInternal","WPF derives from System.Xml.XmlNamespaceManager; Jalium derives from Collection<XmlNamespaceMapping>. Consequently the entire XmlNamespaceManager namespace-management surface (AddNamespace/RemoveNamespace/LookupNamespace/LookupPrefix/PushScope/PopScope/HasNamespace/GetNamespacesInScope/DefaultNamespace/NameTable, etc.) and IAddChildInternal are absent. Collection semantics (Add/Clear/Contains/CopyTo/Remove/Count) work via Collection<T> but the XML manager behavior does not."
2,System.Windows.Data,XmlNamespaceMappingCollection,AddChild,accessibility,public void AddChild(object value),protected virtual void AddChild(object value),WPF exposes AddChild as protected virtual (with a separate explicit IAddChild.AddChild). Jalium exposes it public and uses it as the implicit IAddChild implementation. Narrow to protected virtual for parity if strict surface match is required.
2,System.Windows.Data,XmlNamespaceMappingCollection,AddText,accessibility,public void AddText(string text),protected virtual void AddText(string text),"Same accessibility delta as AddChild — WPF is protected virtual, Jalium is public."
2,System.Windows.Documents,Adorner,GetLayoutClip,param-count,internal override Geometry? GetLayoutClip(),protected override System.Windows.Media.Geometry GetLayoutClip(System.Windows.Size layoutSlotSize),Jalium's override drops the Size layoutSlotSize parameter (stems from the Jalium FrameworkElement base signature). Add the parameter to match WPF.
2,System.Windows.Documents,Adorner,GetLayoutClip,accessibility,internal override Geometry? GetLayoutClip(),protected override System.Windows.Media.Geometry GetLayoutClip(System.Windows.Size layoutSlotSize),WPF exposes GetLayoutClip as protected (overridable by external Adorner subclasses); Jalium narrows it to internal. Widen to protected.
2,System.Windows.Documents,Adorner,GetDesiredTransform,param-type,public virtual GeneralTransform? GetDesiredTransform(GeneralTransform? transform),public virtual System.Windows.Media.GeneralTransform GetDesiredTransform(System.Windows.Media.GeneralTransform transform),"GeneralTransform here binds to a bespoke Jalium.UI.Documents.GeneralTransform (declared in Adorner.cs), not the mapped Jalium.UI.Media.GeneralTransform. Align the transform type."
2,System.Windows.Documents,BlockCollection,(base class),kind-mismatch,public sealed class BlockCollection : List<Block>,public partial class BlockCollection : System.Windows.Documents.TextElementCollection<System.Windows.Documents.Block>,"Jalium derives from List<Block> instead of TextElementCollection<Block>, so it loses INotifyCollectionChanged and the TextElementCollection API (InsertAfter/InsertBefore, etc.), and its Add/Insert/Remove/Clear are 'new' shadow methods rather than overrides. Rebase onto TextElementCollection<Block>."
2,System.Windows.Documents,DocumentPage,DocumentPage,kind-mismatch,public sealed class DocumentPage (no IDisposable; BleedBox/ContentBox/Size/Visual are non-virtual get-only),public partial class DocumentPage : System.IDisposable { public virtual Rect BleedBox/ContentBox; public virtual Size Size; public virtual Visual Visual; },"Unseal, implement System.IDisposable (virtual Dispose), make Visual/Size/BleedBox/ContentBox virtual, and add protected setters + PageDestroyed/OnPageDestroyed so the type is subclassable as in WPF."
2,System.Windows.Documents,DocumentPaginator,PagesChanged,param-type,public event System.EventHandler PagesChanged,public event System.Windows.Documents.PagesChangedEventHandler PagesChanged,Add PagesChangedEventArgs + PagesChangedEventHandler delegate and change the event's delegate type so subscribers receive Start/Count.
2,System.Windows.Documents,DocumentPaginator,OnPagesChanged,param-type,protected virtual void OnPagesChanged(System.EventArgs e),protected virtual void OnPagesChanged(System.Windows.Documents.PagesChangedEventArgs e),Change the parameter type from EventArgs to PagesChangedEventArgs once that type exists.
2,System.Windows.Documents,DocumentPaginator,ComputePageCountCompleted,param-type,public event Jalium.UI.Documents.AsyncCompletedEventHandler ComputePageCountCompleted,public event System.ComponentModel.AsyncCompletedEventHandler ComputePageCountCompleted,"Type the event as the BCL System.ComponentModel.AsyncCompletedEventHandler instead of the locally-redefined Jalium.UI.Documents delegate (FixedDocument.cs:602) so WPF handlers are source-compatible. (Unlike GetPageCompletedEventHandler, this delegate lives in System.ComponentModel, not System.Windows.*, so the Jalium.UI remap does not apply.)"
2,System.Windows.Documents,DocumentPaginator,OnComputePageCountCompleted,param-type,protected virtual void OnComputePageCountCompleted(Jalium.UI.Documents.AsyncCompletedEventArgs e),protected virtual void OnComputePageCountCompleted(System.ComponentModel.AsyncCompletedEventArgs e),Use System.ComponentModel.AsyncCompletedEventArgs rather than the local re-declaration (FixedDocument.cs:633).
2,System.Windows.Documents,EditingCommands,(namespace),kind-mismatch,namespace Jalium.UI.Input,namespace System.Windows.Documents (maps to Jalium.UI.Documents),WPF's EditingCommands lives in System.Windows.Documents; Jalium placed it in Jalium.UI.Input (alongside ApplicationCommands). Either move it to Jalium.UI.Documents or accept the documented divergence.
2,System.Windows.Documents,FixedPage,Children,return-type,public IList<UIElement> Children => _children;,public System.Windows.Controls.UIElementCollection Children { get; },"Return UIElementCollection (exists in Jalium.UI.Controls, Panel.cs) instead of IList<UIElement> to match WPF."
